"ROOMID","SITEID","NAME","CATEGORY","TYPE","CLASSIFICATION","ROOMGRPCODE","ZONE","CAPACITY","PREFMIN","PREFMAX","DEPTID","ROOMAREA","DYNAFILL","SETID","UNIQUEFIELD","LINKCODE","CAMPUSID"
"226","045","Roberts Building 226","REC","DB","LB","","N",14,,,"CENGN_ENG",22.1000004,"N","LIVE-17-18","","RBRTS_","X01"
"303D","045","Roberts Building 303D","REC","DB","LB","","YP",,,,"ESTDV_ADM",64,"N","LIVE-17-18","","RBRTS_","X01"
"309","045","Roberts Building 309","REC","CB","LT","","YP",63,,,"ESTDV_ADM",67.0999985,"N","LIVE-17-18","","RBRTS_","X01"
"310","045","Roberts Building 310 Chemical Drawing Office-lecture","REC","DB","LT","","N",32,,,"CENGN_ENG",107.800003,"N","LIVE-17-18","","RBRTS_","X01"
"404","045","Roberts Building 404","REC","DB","MR","","N",3,,,"MECHN_ENG",-1,"N","LIVE-17-18","","RBRTS_","X01"
"406","045","Roberts Building 406","REC","DB","OF","","N",4,,,"MECHN_ENG",8.89999962,"N","LIVE-17-18","","RBRTS_","X01"
"407","045","Roberts Building 407","REC","DB","OF","","N",3,,,"MECHN_ENG",-1,"N","LIVE-17-18","","RBRTS_","X01"
"410","045","Roberts Building 410","REC","DB","PC1","","N",48,,,"MECHN_ENG",93.8000031,"N","LIVE-17-18","","RBRTS_","X01"
"UB3","045","Roberts Building UB3","REC","DB","CR","","N",,,,"CENGN_ENG",35.7000008,"N","LIVE-17-18","","RBRTS_","X01"
"UB55","045","Roberts Building UB55","REC","DB","CR","","N",18,,,"MECHN_ENG",37.5999985,"N","LIVE-17-18","","RBRTS_","X01"
"UB56","045","Roberts Building UB56","REC","DB","CR","","N",27,,,"MECHN_ENG",56.2999992,"N","LIVE-17-18","","RBRTS_","X01"
"UB8","045","Roberts Building UB8","REC","DB","CR","","N",25,,,"BENGN_ENG",-1,"N","LIVE-17-18","","RBRTS_","X01"
"UB8A","045","Roberts Building UB8a","REC","DB","CR","","N",25,,,"BENGN_ENG",-1,"N","LIVE-17-18","","RBRTS_","X01"
"944","162","IOE - Bedford Way (20) - 944","SNR","CB","TH","","YN",35,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X01"
"BMABs","BMA","BMA Bevan Suite","EXT","DB","CR","","N",120,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"BMAWR","BMA","BMA Worcester Room","EXT","DB","CR","","N",70,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"935","162","IOE - Bedford Way (20) - 935","SNR","CB","MR","","YN",12,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"915","162","IOE - Bedford Way (20) - 915","SNR","CB","PC1","","YN",20,,,"ESTDV_ADM",0,"N","LIVE-17-18","","","X01"
"944","162","IOE - Bedford Way (20) - 944","SNR","CB","CFE","","YN",25,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"B14","201","Rockefeller Building B14","CLU","CB","CR","","YP",12,,,"ESTDV_ADM",21.2600002,"N","LIVE-17-18","","ROCKF_","X01"
"B14A","201","Rockefeller Building B14A","CLU","CB","CR","","YP",12,,,"ESTDV_ADM",19.5,"N","LIVE-17-18","","ROCKF_","X01"
"B15","201","Rockefeller Building B15","CLU","CB","CR","","YP",12,,,"ESTDV_ADM",22.7600002,"N","LIVE-17-18","","ROCKF_","X01"
"B16","201","Rockefeller Building B16","CLU","CB","CR","","YA",10,,,"ESTDV_ADM",17.0499992,"N","LIVE-17-18","","ROCKF_","X01"
"G02","201","Rockefeller Building G02","CLU","CB","CR","","YP",20,,,"ESTDV_ADM",42.5999985,"N","LIVE-17-18","","ROCKF_","X01"
"G11","201","Rockefeller Building G11 - Public Cluster","CLU","DB","PC1","","N",21,,21,"ESTDV_ADM",26.7000008,"N","LIVE-17-18","","ROCKF_","X01"
"944","162","IOE - Bedford Way (20) - 944","SNR","CB","CR","","YN",25,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X01"
"02/682","281","Royal Free Hospital - 02/682","RFH","DB","LA","","N",3,,,"NEU09_BMS",7.69999981,"N","LIVE-17-18","","ROYAL_","X03"
"02/683/1","281","Royal Free Hospital - 02/683/1","RFH","DB","LA","","N",0,,,"NEU09_BMS",3,"N","LIVE-17-18","","ROYAL_","X03"
"02/684","281","Royal Free Hospital - 02/684","RFH","DB","LA","","N",1,,,"NEU09_BMS",8.30000019,"N","LIVE-17-18","","ROYAL_","X03"
"02/686","281","Royal Free Hospital - 02/686","RFH","DB","LA","","N",1,,,"NEU09_BMS",9.10000038,"N","LIVE-17-18","","ROYAL_","X03"
"9/330","281","Royal Free Hospital 9/330","RFH","DB","LT","","N",,,,"SUR02_BMS",11.1999998,"N","LIVE-17-18","","ROYAL_","X03"
"G15","201","Rockefeller Building G15","CLU","CB","CR","","YP",12,,,"ESTDV_ADM",27.0699997,"N","LIVE-17-18","","ROCKF_","X01"
"LG608","281","Royal Free Hospital LG608","RFH","DB","LA","","N",3,,,"MED05_MDS",32,"N","LIVE-17-18","","ROYAL_","X03"
"LG610","281","Royal Free Hospital LG610","RFH","DB","LA","","N",1,,,"MED05_MDS",10.1999998,"N","LIVE-17-18","","ROYAL_","X03"
"S650A","281","Royal Free Hospital S650A","RFH","DB","CR","","N",30,,,"DOM01_BMS",46,"N","LIVE-17-18","","ROYAL_","X03"
"U3/52","281","Royal Free Hospital U3/52","RFH","DB","MR","","N",10,,,"POP04_BMS",-1,"N","LIVE-17-18","","ROYAL_","X03"
"S650B","281","Royal Free Hospital S650B","RFH","DB","CR","","N",10,,,"DOM01_BMS",35.5,"N","LIVE-17-18","","ROYAL_","X03"
"S650C","281","Royal Free Hospital S650C","RFH","DB","CR","","N",20,,,"DOM01_BMS",46.7000008,"N","LIVE-17-18","","ROYAL_","X03"
"U3/53","281","Royal Free Hospital U3/53","RFH","DB","MR","","N",10,,,"POP04_BMS",-1,"N","LIVE-17-18","","ROYAL_","X03"
"102","162","IOE - Bedford Way (20) - 102 - Drama Studio","SNR","CB","CFE","","YN",80,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"108","131","School of Pharmacy 108","SNR","DB","LA","","N",,,,"PHMCY_LIF",31.7999992,"N","LIVE-17-18","","","X01"
"109","131","School of Pharmacy 109 Sterile Products Suite/Unit","SNR","DB","LA","","N",14,,,"PHMCY_LIF",30.3999996,"N","LIVE-17-18","","","X01"
"111B","131","School of Pharmacy 111B","SNR","DB","CR","","N",2,,,"PHMCY_LIF",3.4000001,"N","LIVE-17-18","","","X01"
"110","131","School of Pharmacy 110","SNR","DB","LA","","N",,,,"PHMCY_LIF",36.7999992,"N","LIVE-17-18","","","X01"
"111","131","School of Pharmacy 111","SNR","DB","LA","","N",26,,,"PHMCY_LIF",99.8000031,"N","LIVE-17-18","","","X01"
"112","131","School of Pharmacy 112","SNR","DB","LA","","N",30,,,"PHMCY_LIF",63.0999985,"N","LIVE-17-18","","","X01"
"212","131","School of Pharmacy 212 Chemistry Teaching Lab","SNR","DB","LA","","N",6,,,"PHMCY_LIF",0,"N","LIVE-17-18","","","X01"
"213","131","School of Pharmacy 213 Pharmaceutics Teaching Lab","SNR","DB","LA","","N",6,,,"PHMCY_LIF",0,"N","LIVE-17-18","","","X01"
"G16","201","Rockefeller Building G16","CLU","CB","CR","","YA",8,,,"ESTDV_ADM",18.2399998,"N","LIVE-17-18","","ROCKF_","X01"
"224","131","School of Pharmacy 224","SNR","DB","PC1","","N",34,,,"PHMCY_LIF",55,"N","LIVE-17-18","","","X01"
"102","162","IOE - Bedford Way (20) - 102 - Drama Studio","SNR","CB","CR","","YN",75,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X01"
"102","162","IOE - Bedford Way (20) - 102 - Drama Studio","SNR","CB","TH","","YN",120,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X01"
"M1","131","School of Pharmacy M1 The Wilkins Room","SNR","DB","MR","","N",35,,,"PHMCY_LIF",45.4000015,"N","LIVE-17-18","","","X01"
"103","162","IOE - Bedford Way (20) - 103 - Jeffery Hall","SNR","CB","CFE","","YN",150,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"344","131","School of Pharmacy 344 Microbiology Lab","SNR","DB","LA","","N",38,,,"PHMCY_LIF",91.5,"N","LIVE-17-18","","","X01"
"21","012","South Wing 21 Public Cluster","REC","DB","MR","","N",15,,,"EARTH_MAP",42.2000008,"N","LIVE-17-18","","SWING_","X01"
"23","012","South Wing 23","REC","DB","CR","","N",24,,,"EARTH_MAP",54,"N","LIVE-17-18","","SWING_","X01"
"42","012","South Wing 42","REC","DB","CR","","N",27,,,"EARTH_MAP",50.2000008,"N","LIVE-17-18","","SWING_","X01"
"44","012","South Wing 44","REC","DB","CR","","N",38,,,"EARTH_MAP",95.0999985,"N","LIVE-17-18","","SWING_","X01"
"4","012","South Wing 4","REC","DB","CR","","N",12,,,"EARTH_MAP",44.7999992,"N","LIVE-17-18","","SWING_","X01"
"201","377","Tavistock (34) 201","SNR","DB","CR","","N",18,,,"DEVPU_BEN",29.2000008,"N","LIVE-17-18","","TAVSQ34_","X01"
"103","162","IOE - Bedford Way (20) - 103 - Jeffery Hall","SNR","CB","CR","","YN",120,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X01"
"101","377","Tavistock (34) 101","SNR","DB","LT","","N",46,,,"DEVPU_BEN",42.7000008,"N","LIVE-17-18","","TAVSQ34_","X01"
"B01","389","Tavistock Square (35) B01","SNR","DB","PC1","","N",10,,,"SECUR_ENG",51.2000008,"N","LIVE-17-18","","","X01"
"G01","389","Tavistock Square (35) G01","SNR","DB","CR","","N",22,,,"SECUR_ENG",35.2999992,"N","LIVE-17-18","","","X01"
"102","086","Torrington (1-19) 102 Statistics Lecture Room","SNR","DB","LT","","N",40,,,"STATS_MAP",56.5,"N","LIVE-17-18","","TORPL19_","X01"
"G18","201","Rockefeller Building Grant Museum G18","CLU","DB","IN","","N",100,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","ROCKF_","X01"
"103","162","IOE - Bedford Way (20) - 103 - Jeffery Hall","SNR","CB","TH","","YN",300,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X01"
"246","086","Torrington (1-19) 246","SNR","DB","CR","","N",18,,,"BSCPM_BEN",46.2999992,"N","LIVE-17-18","","TORPL19_","X01"
"247","086","Torrington (1-19) 247","SNR","DB","CR","","N",36,,,"BSCPM_BEN",43.7000008,"N","LIVE-17-18","","TORPL19_","X01"
"305","162","IOE - Bedford Way (20) - 305 - Clarke Hall","SNR","CB","CFE","","YN",46,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"305","162","IOE - Bedford Way (20) - 305 - Clarke Hall","SNR","CB","CR","","YN",50,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X01"
"G37","086","Torrington (1-19) G37","SNR","DB","CR","","N",18,,,"EPI02_PHS",32.7000008,"N","LIVE-17-18","","TORPL19_","X01"
"G38","086","Torrington (1-19) G38","SNR","DB","CR","","N",12,,,"EPI02_PHS",32.9000015,"N","LIVE-17-18","","TORPL19_","X01"
"1.31","318","Hampstead Road (140) 1.31","SNR","DB","LT","","N",20,,,"BSARC_BEN",37,"N","LIVE-17-18","","","X01"
"1.32","318","Hampstead Road (140) 1.32","SNR","DB","CR","","N",16,,,"BSARC_BEN",31,"N","LIVE-17-18","","","X01"
"1.34","318","Hampstead Road (140) 1.34","SNR","DB","CR","","N",12,,,"BSARC_BEN",19,"N","LIVE-17-18","","","X01"
"1.36","318","Hampstead Road (140) 1.36","SNR","DB","CR","","N",6,,,"BSARC_BEN",7,"N","LIVE-17-18","","","X01"
"1.37","318","Hampstead Road (140) 1.37","SNR","DB","CR","","N",6,,,"BSARC_BEN",7,"N","LIVE-17-18","","","X01"
"1.30","318","Hampstead Road (140) 1.30","SNR","DB","CR","","N",12,,,"BSARC_BEN",20,"N","LIVE-17-18","","","X01"
"1.40","318","Hampstead Road (140) 1.40","SNR","DB","LT","","N",16,,,"BSARC_BEN",30,"N","LIVE-17-18","","","X01"
"2.06","318","Hampstead Road (140) 2.06","SNR","DB","CR","","N",24,,,"BSARC_BEN",50,"N","LIVE-17-18","","","X01"
"2.04","318","Hampstead Road (140) 2.04","SNR","DB","CR","","N",30,,,"BSARC_BEN",60,"N","LIVE-17-18","","","X01"
"G.02","318","Hampstead Road (140) G.02","SNR","DB","LT","","N",240,,,"BSARC_BEN",202,"N","LIVE-17-18","","","X01"
"G.08","318","Hampstead Road (140) G.08 Public Cluster","SNR","DB","PC1","","N",16,,,"BSARC_BEN",58,"N","LIVE-17-18","","","X01"
"G.09","318","Hampstead Road (140) G.09 Public Cluster","SNR","DB","PC1","","N",16,,,"BSARC_BEN",58,"N","LIVE-17-18","","","X01"
"1.38","318","Hampstead Road (140) 1.38","SNR","DB","CR","","N",6,,,"BSARC_BEN",7,"N","LIVE-17-18","","","X01"
"508","082","Gordon St (22) 5.08","SNR","DB","CR","","N",12,,,"BSARC_BEN",-1,"N","LIVE-17-18","","WATES_",""
"102","082","Gordon St (22) 1.02","SNR","DB","CR","","N",26,,,"BSARC_BEN",54.4399986,"N","LIVE-17-18","","WATES_","X01"
"608","082","Gordon St (22) 6.08","SNR","DB","CR","","N",12,,,"BSARC_BEN",55,"N","LIVE-17-18","","WATES_","X01"
"101","082","Gordon St (22) 1.01","SNR","DB","SS","","N",12,,,"BSARC_BEN",54.4399986,"N","LIVE-17-18","","WATES_","X01"
"201","082","Gordon St (22) 2.01","SNR","DB","SS","","N",12,,,"BSARC_BEN",33.2999992,"N","LIVE-17-18","","WATES_","X01"
"204","082","Gordon St (22) 2.04","SNR","DB","CR","","N",4,,,"BSARC_BEN",-1,"N","LIVE-17-18","","WATES_","X01"
"GMZ","201","Rockefeller Building Grant Museum of Zoology","CLU","DB","IN","","N",100,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","ROCKF_","X01"
"214","082","Gordon St (22) 2.14","SNR","DB","CR","","N",4,,,"BSARC_BEN",-1,"N","LIVE-17-18","","WATES_","X01"
"612","180","Birkbeck Malet Street 612","EXT","DB","CR","","NN",60,,,"EARTH_MAP",126.629997,"N","LIVE-17-18","","","X06"
"623a","180","Birkbeck Malet Street 623A","EXT","DB","CR","","NN",20,,,"EARTH_MAP",126.629997,"N","LIVE-17-18","","","X06"
"623b","180","Birkbeck Malet Street 623B","EXT","DB","CR","","NN",25,,,"EARTH_MAP",126.629997,"N","LIVE-17-18","","","X06"
"301","082","Gordon St (22) 3.01","SNR","DB","SS","","N",12,,,"BSARC_BEN",-1,"N","LIVE-17-18","","WATES_","X01"
"401","082","Gordon St (22) 4.01","SNR","DB","SS","","N",12,,,"BSARC_BEN",35.5,"N","LIVE-17-18","","WATES_","X01"
"404","082","Gordon St (22) 4.04","SNR","DB","CR","","N",4,,,"BSARC_BEN",35.5,"N","LIVE-17-18","","WATES_","X01"
"IOCM","234","Cayton St (17-25) Common Room","INO","DB","SS","","",80,,,"OPHTH_BRN",-1,"N","LIVE-17-18","","","X05"
"414","082","Gordon St (22) 4.14","SNR","DB","CR","","N",4,,,"BSARC_BEN",35.5,"N","LIVE-17-18","","WATES_",""
"CWAYMH","CWAY","Conway Hall Main Hall","EXT","DB","CR","","N",400,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"RYLFRDCR1","281","Royal Free Hospital - CR 1","RFH","WB","CR","","N",25,,,"EXWRBO",-1,"N","LIVE-17-18","","ROYAL_","X03"
"501","082","Gordon St (22) 5.01","SNR","DB","SS","","N",12,,,"BSARC_BEN",-1,"N","LIVE-17-18","","WATES_",""
"604","082","Gordon St (22) 6.04","SNR","DB","MR","","N",12,,,"BSARC_BEN",55,"N","LIVE-17-18","","WATES_","X01"
"G02","082","Gordon St (22) G.02","SNR","DB","SS","","N",50,,,"BSARC_BEN",86.6999969,"N","LIVE-17-18","","WATES_","X01"
"RYLFRDT11","281","Royal Free Hospital - Tutorial Room11","RFH","WB","CR","","N",20,,,"EXWRBO",-1,"N","LIVE-17-18","","ROYAL_","X03"
"BMABR","BMA","BMA Black Room","EXT","DB","CR","","N",45,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"409","350","Malet Place Engineering Building 4.09","REC","DB","LA","","N",,,,"COMPS_ENG",104.599998,"N","LIVE-17-18","","MALET_","X01"
"417","350","Malet Place Engineering Building 4.17","REC","DB","LA","","N",20,,,"COMPS_ENG",58.5,"N","LIVE-17-18","","MALET_","X01"
"513","350","Malet Place Engineering Building 5.13","REC","DB","MR","","N",12,,,"COMPS_ENG",20.2999992,"N","LIVE-17-18","","MALET_","X01"
"612","350","Malet Place Engineering Building 6.12","REC","DB","MR","","N",30,,,"COMPS_ENG",47.4000015,"N","LIVE-17-18","","MALET_","X01"
"612A","350","Malet Place Engineering Building 6.12A","REC","DB","MR","","N",14,,,"COMPS_ENG",23.7000008,"N","LIVE-17-18","","MALET_","X01"
"211","036","Henry Morley 211","REC","DB","MR","","N",12,,30,"ENGSC_ENG",-1,"N","LIVE-17-18","","HMORL_","X01"
"502","082","Gordon St (22) 5.02","SNR","DB","CR","","N",20,,,"BSARC_BEN",-1,"N","LIVE-17-18","","WATES_",""
"504","082","Gordon St (22) 5.04","SNR","DB","CR","","N",20,,,"BSARC_BEN",-1,"N","LIVE-17-18","","WATES_",""
"212","036","Henry Morley 212","REC","DB","MR","","N",12,,30,"ENGSC_ENG",-1,"N","LIVE-17-18","","HMORL_","X01"
"B15C","350","Malet Place Engineering Building B15C","REC","DB","LA","","N",,,,"MECHN_ENG",44.5999985,"N","LIVE-17-18","","MALET_","X01"
"G01C","350","Malet Place Engineering Building G01C","REC","DB","LA","","N",2,,,"COMPS_ENG",60.5,"N","LIVE-17-18","","MALET_","X01"
"609","082","Gordon St (22) 6.09 Roof Terrace","SNR","DB","SS","","N",20,,,"BSARC_BEN",55,"N","LIVE-17-18","","WATES_","X01"
"G01","037","Medawar Building G01 Lankester LT","REC","CB","LT","","YP",96,,,"ESTDV_ADM",104.730003,"N","LIVE-17-18","","MEDAW_","X01"
"602","082","Gordon St (22) 6.02","SNR","DB","CR","","N",80,,,"BSARC_BEN",35.5999985,"N","LIVE-17-18","","WATES_","X01"
"213","036","Henry Morley 213","REC","DB","MR","","N",10,,30,"ENGSC_ENG",-1,"N","LIVE-17-18","","HMORL_","X01"
"188","005","Wilkins Building (Main Building) Flaxman Gallery","REC","DB","LB","","N",25,,,"LIBRY_ADM",-1,"N","LIVE-17-18","","WILKN_","X01"
"302","005","Wilkins Building (Main Building) Gustave Tuck LT","REC","CB","LT","","YP",150,,,"ESTDV_ADM",209.5,"N","LIVE-17-18","","WILKN_","X01"
"G18","005","Wilkins Building (Main Building) Haldane Room","REC","CB","SS","","NN",55,,,"ESTDV_ADM",101.349998,"N","LIVE-17-18","","WILKN_","X01"
"G20","005","Wilkins Building (Main Building) Housman Common Room","REC","DB","SS","","N",200,,,"ESTDV_ADM",250,"N","LIVE-17-18","","WILKN_","X01"
"G09","005","Wilkins Building (Main Building) JBR","REC","CB","SS","","NN",160,,,"ESTDV_ADM",306,"N","LIVE-17-18","","WILKN_","X01"
"G09A","005","Wilkins Building (Main Building) JBR Finishing Kitchen","REC","DB","ER","","N",,,,"ESTDV_ADM",58.0999985,"N","LIVE-17-18","","WILKN_","X01"
"G09B","005","Wilkins Building (Main Building) JBR Meeting Room","REC","DB","MR","","N",16,,,"ESTDV_ADM",33.2000008,"N","LIVE-17-18","","WILKN_","X01"
"307a","040","Foster Court 307a","REC","DB","CR","","N",10,,,"SELCS_ART",-1,"N","LIVE-17-18","","FOSTR_","X01"
"G09","082","Gordon St (22) G.09","SNR","DB","CR","","N",18,,,"BSARC_BEN",-1,"N","LIVE-17-18","","WATES_","X01"
"205","046","Malet Place (1-4) 250","REC","DB","CR","","N",16,,,"FRENC_ART",21.2000008,"N","LIVE-17-18","","MALTP_","X01"
"206","046","Malet Place (1-4) 251","REC","DB","CR","","N",16,,,"FRENC_ART",20.2999992,"N","LIVE-17-18","","MALTP_","X01"
"207","046","Malet Place (1-4) 252","REC","DB","CR","","N",16,,,"FRENC_ART",20.6000004,"N","LIVE-17-18","","MALTP_","X01"
"208","046","Malet Place (1-4) 253","REC","DB","CR","","N",16,,,"FRENC_ART",21.2000008,"N","LIVE-17-18","","MALTP_","X01"
"209","046","Malet Place (1-4) 254","REC","DB","CR","","N",16,,,"FRENC_ART",20.6000004,"N","LIVE-17-18","","MALTP_","X01"
"210","046","Malet Place (1-4) 255","REC","DB","CR","","N",16,,,"FRENC_ART",22.2000008,"N","LIVE-17-18","","MALTP_","X01"
"249","016","Anatomy 249","REC","DB","CR","","N",24,,,"BIOSC_LIF",51.2000008,"N","LIVE-17-18","","MEDSC_","X01"
"G40","016","Medical Sciences G40","REC","DB","CR","","N",24,,,"BIOSC_LIF",35,"N","LIVE-17-18","","MEDSC_","X01"
"G04","122","Mill Hill -  Fry Observatory (A3)","ACO","DB","CR","","N",3,,,"PHYSA_MAP",26.7999992,"N","LIVE-17-18","","MHILL_","X04"
"G03","122","Mill Hill -  Fry Observatory G03","ACO","DB","CR","","N",3,,,"PHYSA_MAP",24.6000004,"N","LIVE-17-18","","MHILL_","X04"
"G05","122","Mill Hill -  Fry Observatory G05","ACO","DB","CR","","N",3,,,"PHYSA_MAP",24.8999996,"N","LIVE-17-18","","MHILL_","X04"
"709a","162","IOE - Bedford Way (20) - 709a","SNR","CB","CFE","","YN",18,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"104","121","Mill Hill - Radcliffe Observatory 104","ACO","DB","CR","","N",3,,,"PHYSA_MAP",46.4000015,"N","LIVE-17-18","","MHILL_","X04"
"G06","122","Mill Hill -  Fry Observatory G06","ACO","DB","CR","","N",3,,,"PHYSA_MAP",17.6000004,"N","LIVE-17-18","","MHILL_","X04"
"101","121","Mill Hill - Radcliffe Observatory 101","ACO","DB","PC1","","N",24,,,"PHYSA_MAP",65.9000015,"N","LIVE-17-18","","MHILL_","X04"
"105","121","Mill Hill - Radcliffe Observatory 105","ACO","DB","PC1","","N",20,,,"PHYSA_MAP",48.2000008,"N","LIVE-17-18","","MHILL_","X04"
"709a","162","IOE - Bedford Way (20) - 709a","SNR","CB","CR","","YN",20,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X01"
"709a","162","IOE - Bedford Way (20) - 709a","SNR","CB","TH","","YN",25,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X01"
"FM02","004","Slade School - North Wing FM02","SNR","DB","STU","","",3,,,"SLADE_ART",29.2299995,"N","LIVE-17-18","","","X01"
"B82","005","Wilkins Building (Main Building) Lower South Hall","REC","CB","SS","","YN",5,,,"ESTDV_ADM",235.899994,"N","LIVE-17-18","","WILKN_","X01"
"117","350","Malet Place Engineering Building 1.17","REC","DB","CR","","N",16,,,"MPHYS_ENG",-1,"N","LIVE-17-18","","MALET_","X01"
"G43","086","Torrington (1-19) G43","SNR","DB","MR","","N",10,,,"EPI02_PHS",17.7999992,"N","LIVE-17-18","","TORPL19_","X01"
"118","350","Malet Place Engineering Building 1.18","REC","DB","CR","","N",16,,,"MPHYS_ENG",-1,"N","LIVE-17-18","","MALET_","X01"
"B4","047","Torrington (33-35) B4","REC","DB","CR","","N",10,,,"MUDIC_ART",14.1999998,"N","LIVE-17-18","","","X01"
"G42","086","Torrington (1-19) G42","SNR","DB","MR","","N",10,,,"EPI02_PHS",13.3000002,"N","LIVE-17-18","","TORPL19_","X01"
"B2","047","Torrington (33-35) B2","REC","DB","MR","","N",14,,,"SELCS_ART",20.7999992,"N","LIVE-17-18","","","X01"
"G01","004","Slade School - North Wing G01","SNR","DB","STU","","",6,,,"SLADE_ART",56.2999992,"N","LIVE-17-18","","","X01"
"1.07","352","Tottenham (90) 1.07","SNR","DB","CR","","N",10,,,"ESTDV_ADM",17,"N","LIVE-17-18","","TOTCR90_","X01"
"1.06","352","Tottenham (90) 1.06","SNR","DB","CR","","N",10,,,"ESTDV_ADM",15,"N","LIVE-17-18","","TOTCR90_","X01"
"Z3","005","Wilkins Building (Main Building) Main Quad - South Side","REC","CB","SS","","YN",400,,,"ESTDV_ADM",0,"N","LIVE-17-18","","WILKN_","X01"
"1111","005","Wilkins Building (Main Building) Main Quad Events Venue - North Side","REC","CB","SS","","NN",180,,,"ESTDV_ADM",0,"N","LIVE-17-18","","WILKN_","X01"
"G19","005","Wilkins Building (Main Building) North Cloisters","REC","CB","SS","","YN",310,,,"ESTDV_ADM",236.199997,"N","LIVE-17-18","","WILKN_","X01"
"XG1","005","Wilkins Building (Main Building) North Observatory","REC","CB","ER","","YN",6,,,"ESTDV_ADM",9.69999981,"N","LIVE-17-18","","WILKN_015","X01"
"G88","005","Wilkins Building (Main Building) Octagon","REC","DB","SS","","N",,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","WILKN_","X01"
"G12","005","Wilkins Building (Main Building) Old Refectory","REC","DB","MR","","NN",110,,,"ESTDV_ADM",176.5,"N","LIVE-17-18","","WILKN_","X01"
"G12A","005","Wilkins Building (Main Building)  Old Refectory Finishing Kitchen","REC","DB","ER","","N",,,,"ESTDV_ADM",52.7999992,"N","LIVE-17-18","","WILKN_","X01"
"537","162","IOE - Bedford Way (20) - 537","SNR","CB","CFE","","YN",30,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"537","162","IOE - Bedford Way (20) - 537","SNR","CB","CR","","YN",30,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X01"
"416","388","Central House 416","SNR","DB","MR","","N",10,,,"BSEER_BEN",39,"N","LIVE-17-18","","","X01"
"119","350","Malet Place Engineering Building 1.19","REC","DB","CR","","N",40,,,"MPHYS_ENG",43.2999992,"N","LIVE-17-18","","MALET_","X01"
"537","162","IOE - Bedford Way (20) - 537","SNR","CB","TH","","YN",50,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X01"
"G02","120","Mill Hill - Wilson Observatory G02","ACO","DB","PC1","","N",6,,,"PHYSA_MAP",24.5,"N","LIVE-17-18","","MHILL_","X04"
"G02","004","Slade School - North Wing G02","SNR","DB","STU","","",13,,,"SLADE_ART",125.800003,"N","LIVE-17-18","","","X01"
"G01","117","Rubin - Endsleigh Place GO1","SNR","DB","MR","","N",24,,,"POLSC_SHS",32.5,"N","LIVE-17-18","","BENTH_G31","X01"
"101","120","Mill Hill -  Wilson Observatory 101","ACO","DB","CR","","N",5,,,"PHYSA_MAP",21.5,"N","LIVE-17-18","","MHILL_","X04"
"120","350","Malet Place Engineering Building 1.20","REC","CB","CR","","YP",40,,,"ESTDV_ADM",66.9000015,"N","LIVE-17-18","","MALET_","X01"
"G04","117","Rubin - Endsleigh Place GO4","SNR","DB","MR","","N",75,,,"POLSC_SHS",52.7999992,"N","LIVE-17-18","","BENTH_G31","X01"
"ICHKLT","238","ICH - Main Building Kennedy Lecture Theatre (Ground Floor, 30 Guildford Street)","CHH","DB","LT","","YN",286,,,"CHILD_PHS",-1,"N","LIVE-17-18","","","X05"
"418","162","IOE - Bedford Way (20) - 418 - Committee Room 2","SNR","CB","CFE","","YN",25,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"CR9","HAM","Hamilton House Committe Room 9","EXT","DB","CR","","N",40,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"CR6","HAM","Hamilton House Committe Room 6","EXT","DB","CR","","N",40,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"CR5","HAM","Hamilton House Committe Room 5","EXT","DB","CR","","N",40,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
